"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 10 13:18:41 GMT 2021","Tue Aug 10 13:18:41 GMT 2021","2","","LogoutTest","","LogoutTest","TestTrainerLogout","LO-01 Trainer kijlentkezés",""
"broken","Tue Aug 10 13:18:39 GMT 2021","Tue Aug 10 13:18:39 GMT 2021","200","","TrainingTest","","TrainingTest","testOfMeditationButton","testOfMeditationButton()",""
"broken","Tue Aug 10 13:18:41 GMT 2021","Tue Aug 10 13:18:41 GMT 2021","3","","LoginTest","","LoginTest","TestLoginNoPassword","LI-02 Bejelentkezés edzőként jelszó megadása nélkül",""
"broken","Tue Aug 10 13:18:41 GMT 2021","Tue Aug 10 13:18:41 GMT 2021","2","","PersonalDetailsTest","","PersonalDetailsTest","testAddWrongPasswordToChange","testAddWrongPasswordToChange()",""
"broken","Tue Aug 10 13:18:41 GMT 2021","Tue Aug 10 13:18:41 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testDeleteUserBillingDetails","testDeleteUserBillingDetails()",""
"broken","Tue Aug 10 13:18:41 GMT 2021","Tue Aug 10 13:18:41 GMT 2021","7","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"broken","Tue Aug 10 13:18:38 GMT 2021","Tue Aug 10 13:18:38 GMT 2021","513","","TrainingTest","","TrainingTest","TestSaveTrainingDetailsToFile","TestSaveTrainingDetailsToFile()",""
"broken","Tue Aug 10 13:18:41 GMT 2021","Tue Aug 10 13:18:41 GMT 2021","3","","LogoutTest","","LogoutTest","TestUserLogout","LO-02 User kijlentkezés",""
"broken","Tue Aug 10 13:18:41 GMT 2021","Tue Aug 10 13:18:41 GMT 2021","1","","RegistrationTests","","RegistrationTests","testRegistration","RI-07 Regisztráció minden érvényes adat megadásával",""
"broken","Tue Aug 10 13:18:41 GMT 2021","Tue Aug 10 13:18:41 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testAddWrongConfirmPassword","testAddWrongConfirmPassword()",""
"broken","Tue Aug 10 13:18:40 GMT 2021","Tue Aug 10 13:18:40 GMT 2021","165","","TrainingTest","","TrainingTest","testFindAllActiveTrainings","testFindAllActiveTrainings()",""
"broken","Tue Aug 10 13:18:39 GMT 2021","Tue Aug 10 13:18:39 GMT 2021","219","","TrainingTest","","TrainingTest","testOfJogaButton","testOfJogaButton()",""
