"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testAddWrongConfirmPassword","testAddWrongConfirmPassword()",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","2","","LoginTest","","LoginTest","TestUserLoginNoEmail","LI-05 Bejelentkezés felhasználóként email cím megadása nélkül",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","2","","LoginTest","","LoginTest","TestLoginNoPassword","LI-02 Bejelentkezés edzőként jelszó megadása nélkül",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","5","","LogoutTest","","LogoutTest","TestTrainerLogout","LO-01 Trainer kijlentkezés",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","3","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","101","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testModifyUserBillingDetails","testModifyUserBillingDetails()",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","4","","PersonalDetailsTest","","PersonalDetailsTest","testAddWrongPasswordToChange","testAddWrongPasswordToChange()",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","15","","LoginTest","","LoginTest","TestTrainerLoginNoEmail","LI-01 Bejelentkezés edzőként email cím megadása nélkül",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","1","","LoginTest","","LoginTest","TestLogin","LI-04 Bejelentkezés edzőként érvényes adatokkal",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","2","","PersonalDetailsTest","","PersonalDetailsTest","testUploadUserPersonaDetails","testUploadUserPersonaDetails()",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testChangePassword","testChangePassword()",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","1","","LoginTest","","LoginTest","TestUserLogin","LI-08 Bejelentkezés felhasználóként érvényes adatokkal",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","2","","LoginTest","","LoginTest","TestUserLoginWrongPassword","LI-07 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","9","","LogoutTest","","LogoutTest","TestUserLogout","LO-02 User kijlentkezés",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","2","","PersonalDetailsTest","","PersonalDetailsTest","testDeleteUserBillingDetails","testDeleteUserBillingDetails()",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","12","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testUploadUserBillingDetails","testUploadUserBillingDetails()",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","9","","RegistrationTests","","RegistrationTests","testRegistration","RI-07 Regisztráció minden érvényes adat megadásával",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","4","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","19","","GdprTest","","GdprTest","TestOpenGDPR","TestOpenGDPR()",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","10","","LoginTest","","LoginTest","TestLoginWrongPassword","LI-03 Bejelentkezés edzőként rossz jelszó megadásával",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","143","","TrainingTest","","TrainingTest","TestSaveTrainingDetailsToFile","TestSaveTrainingDetailsToFile()",""
"broken","Fri Aug 06 18:25:23 GMT 2021","Fri Aug 06 18:25:23 GMT 2021","1","","LoginTest","","LoginTest","TestUserLoginNoPassword","LI-06 Bejelentkezés felhasználóként jelszó megadása nélkül",""
