"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jul 31 14:33:33 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","2","","TestSignIn","","TestSignIn","TestSignIn","BE-04",""
"broken","Sat Jul 31 14:33:33 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","11","","TestRegistration","","TestRegistration","TestRegistrationNoPassword","RI-03",""
"broken","Sat Jul 31 14:33:33 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","2","","TestSignIn","","TestSignIn","TestSignInWrongPassword","BE-03",""
"broken","Sat Jul 31 14:33:33 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","2","","TestRegistration","","TestRegistration","TestRegistrationNoEmailAddress","RI-01",""
"broken","Sat Jul 31 14:33:33 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","1","","TestSignIn","","TestSignIn","TestSignInEmptyNameInputField","BE-01",""
"broken","Sat Jul 31 14:33:07 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","25608","","TestSignOut","","TestSignOut","TestCompleteSignOut","LO-01",""
"broken","Sat Jul 31 14:33:33 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","2","","TestRegistration","","TestRegistration","TestRegistrationNoName","RI-02",""
"broken","Sat Jul 31 14:33:33 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","5","","TestRegistration","","TestRegistration","TestRegistrationNoMatchPassword","RI-05",""
"broken","Sat Jul 31 14:33:33 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","11","","TestRegistration","","TestRegistration","TestRegistrationNotValidPassword","RI-04",""
"broken","Sat Jul 31 14:33:33 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","2","","TestSignIn","","TestSignIn","TestSignInEmptyPasswordField","BE-02",""
"broken","Sat Jul 31 14:33:33 GMT 2021","Sat Jul 31 14:33:33 GMT 2021","6","","TestRegistration","","TestRegistration","TestValidRegistration","RI-06",""
