"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","2","","LoginTest","","LoginTest","TestUserLoginWrongPassword","LI-07 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","2","","LoginTest","","LoginTest","TestLoginWrongPassword","LI-03 Bejelentkezés edzőként rossz jelszó megadásával",""
"broken","Fri Aug 06 14:28:11 GMT 2021","Fri Aug 06 14:28:11 GMT 2021","73","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","4","","LoginTest","","LoginTest","TestUserLoginNoPassword","LI-06 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"broken","Fri Aug 06 14:28:11 GMT 2021","Fri Aug 06 14:28:11 GMT 2021","3","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","3","","LoginTest","","LoginTest","TestUserLogin","LI-08 Bejelentkezés felhasználóként érvényes adatokkal",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","6","","PersonalDetailsTest","","PersonalDetailsTest","testChangePassword","testChangePassword()",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","4","","LoginTest","","LoginTest","TestLogin","LI-04 Bejelentkezés edzőként érvényes adatokkal",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","2","","LoginTest","","LoginTest","TestLoginNoPassword","LI-02 Bejelentkezés edzőként jelszó megadása nélkül",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","4","","PersonalDetailsTest","","PersonalDetailsTest","testAddWrongConfirmPassword","testAddWrongConfirmPassword()",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","2","","LoginTest","","LoginTest","TestUserLoginNoEmail","LI-05 Bejelentkezés felhasználóként email cím megadása nélkül",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","2","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","2","","PersonalDetailsTest","","PersonalDetailsTest","testModifyUserBillingDetails","testModifyUserBillingDetails()",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","3","","RegistrationTests","","RegistrationTests","testRegistration","RI-07 Regisztráció minden érvényes adat megadásával",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","2","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","4","","PersonalDetailsTest","","PersonalDetailsTest","testUploadUserBillingDetails","testUploadUserBillingDetails()",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","3","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","2","","LoginTest","","LoginTest","TestTrainerLoginNoEmail","LI-01 Bejelentkezés edzőként email cím megadása nélkül",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","6","","PersonalDetailsTest","","PersonalDetailsTest","testUploadUserPersonaDetails","testUploadUserPersonaDetails()",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","3","","PersonalDetailsTest","","PersonalDetailsTest","testChangeBackToOriginalPassword","testChangeBackToOriginalPassword()",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","24","","PersonalDetailsTest","","PersonalDetailsTest","testAddWrongPasswordToChange","testAddWrongPasswordToChange()",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","7","","LogoutTest","","LogoutTest","TestTrainerLogout","LO-01 Trainer kijlentkezés",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","6","","LogoutTest","","LogoutTest","TestUserLogout","LO-02 User kijlentkezés",""
"broken","Fri Aug 06 14:28:12 GMT 2021","Fri Aug 06 14:28:12 GMT 2021","2","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
