"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jul 31 16:46:58 GMT 2021","Sat Jul 31 16:46:58 GMT 2021","138","","TestRegistration","","TestRegistration","TestRegistrationNoPassword","TestRegistrationNoPassword()",""
"broken","Sat Jul 31 16:46:58 GMT 2021","Sat Jul 31 16:46:58 GMT 2021","165","","TestRegistration","","TestRegistration","TestRegistrationNoMatchPassword","TestRegistrationNoMatchPassword()",""
"broken","Sat Jul 31 16:46:59 GMT 2021","Sat Jul 31 16:46:59 GMT 2021","274","","TestSignIn","","TestSignIn","TestSignInEmptyNameInputField","TestSignInEmptyNameInputField()",""
"broken","Sat Jul 31 16:46:57 GMT 2021","Sat Jul 31 16:46:57 GMT 2021","231","","TestRegistration","","TestRegistration","TestRegistrationNotValidPassword","TestRegistrationNotValidPassword()",""
"broken","Sat Jul 31 16:46:58 GMT 2021","Sat Jul 31 16:46:58 GMT 2021","159","","TestRegistration","","TestRegistration","TestValidRegistration","TestValidRegistration()",""
"broken","Sat Jul 31 16:46:57 GMT 2021","Sat Jul 31 16:46:58 GMT 2021","150","","TestRegistration","","TestRegistration","TestRegistrationNoName","TestRegistrationNoName()",""
"broken","Sat Jul 31 16:46:58 GMT 2021","Sat Jul 31 16:46:59 GMT 2021","306","","TestSignIn","","TestSignIn","TestSignIn","TestSignIn()",""
"broken","Sat Jul 31 16:46:56 GMT 2021","Sat Jul 31 16:46:57 GMT 2021","965","","TestSignOut","","TestSignOut","TestCompleteSignOut","TestCompleteSignOut()",""
"broken","Sat Jul 31 16:46:59 GMT 2021","Sat Jul 31 16:46:59 GMT 2021","293","","TestSignIn","","TestSignIn","TestSignInEmptyPasswordField","TestSignInEmptyPasswordField()",""
"broken","Sat Jul 31 16:46:59 GMT 2021","Sat Jul 31 16:46:59 GMT 2021","287","","TestSignIn","","TestSignIn","TestSignInWrongPassword","TestSignInWrongPassword()",""
"broken","Sat Jul 31 16:46:58 GMT 2021","Sat Jul 31 16:46:58 GMT 2021","147","","TestRegistration","","TestRegistration","TestRegistrationNoEmailAddress","TestRegistrationNoEmailAddress()",""
