"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Sep 06 06:49:47 GMT 2021","Mon Sep 06 06:49:47 GMT 2021","1","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"broken","Mon Sep 06 06:49:47 GMT 2021","Mon Sep 06 06:49:47 GMT 2021","3","","LoginTest","","LoginTest","TestUserLoginWrongPassword","LI-07 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"broken","Mon Sep 06 06:49:46 GMT 2021","Mon Sep 06 06:49:46 GMT 2021","2","","LoginTest","","LoginTest","TestLoginNoPassword","LI-02 Bejelentkezés edzőként jelszó megadása nélkül",""
"broken","Mon Sep 06 06:49:46 GMT 2021","Mon Sep 06 06:49:46 GMT 2021","1","","LoginTest","","LoginTest","TestUserLoginNoEmail","LI-05 Bejelentkezés felhasználóként email cím megadása nélkül",""
"broken","Mon Sep 06 06:49:47 GMT 2021","Mon Sep 06 06:49:47 GMT 2021","11","","GdprTest","","GdprTest","TestOpenGDPR","TestOpenGDPR()",""
"broken","Mon Sep 06 06:49:47 GMT 2021","Mon Sep 06 06:49:47 GMT 2021","1","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
"broken","Mon Sep 06 06:49:49 GMT 2021","Mon Sep 06 06:49:49 GMT 2021","152","","TrainingTest","","TrainingTest","testOfBodyFitButton","testOfBodyFitButton()",""
"broken","Mon Sep 06 06:49:49 GMT 2021","Mon Sep 06 06:49:49 GMT 2021","143","","TrainingTest","","TrainingTest","testFindAllActiveTrainings","testFindAllActiveTrainings()",""
"broken","Mon Sep 06 06:49:48 GMT 2021","Mon Sep 06 06:49:48 GMT 2021","144","","TrainingTest","","TrainingTest","testOfJogaButton","testOfJogaButton()",""
"broken","Mon Sep 06 06:49:46 GMT 2021","Mon Sep 06 06:49:47 GMT 2021","15","","LoginTest","","LoginTest","TestUserLoginNoPassword","LI-06 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"broken","Mon Sep 06 06:49:48 GMT 2021","Mon Sep 06 06:49:48 GMT 2021","160","","TrainingTest","","TrainingTest","testChooseNotValidTrainingType","testChooseNotValidTrainingType()",""
"broken","Mon Sep 06 06:49:46 GMT 2021","Mon Sep 06 06:49:46 GMT 2021","2","","PersonalDetailsTest","","PersonalDetailsTest","testUploadUserBillingDetails","testUploadUserBillingDetails()",""
"broken","Mon Sep 06 06:49:47 GMT 2021","Mon Sep 06 06:49:47 GMT 2021","3","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
"broken","Mon Sep 06 06:49:48 GMT 2021","Mon Sep 06 06:49:48 GMT 2021","162","","TrainingTest","","TrainingTest","testChooseTrainingType","testChooseTrainingType()",""
"broken","Mon Sep 06 06:49:49 GMT 2021","Mon Sep 06 06:49:49 GMT 2021","142","","TrainingTest","","TrainingTest","testOfPilatesButton","testOfPilatesButton()",""
"broken","Mon Sep 06 06:49:47 GMT 2021","Mon Sep 06 06:49:47 GMT 2021","3","","LogoutTest","","LogoutTest","TestUserLogout","LO-02 User kijlentkezés",""
"broken","Mon Sep 06 06:49:47 GMT 2021","Mon Sep 06 06:49:47 GMT 2021","13","","LogoutTest","","LogoutTest","TestTrainerLogout","LO-01 Trainer kijlentkezés",""
"broken","Mon Sep 06 06:49:46 GMT 2021","Mon Sep 06 06:49:46 GMT 2021","2","","PersonalDetailsTest","","PersonalDetailsTest","testModifyUserBillingDetails","testModifyUserBillingDetails()",""
"broken","Mon Sep 06 06:49:47 GMT 2021","Mon Sep 06 06:49:47 GMT 2021","6","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"broken","Mon Sep 06 06:49:46 GMT 2021","Mon Sep 06 06:49:46 GMT 2021","10","","PersonalDetailsTest","","PersonalDetailsTest","testAddWrongConfirmPassword","testAddWrongConfirmPassword()",""
"broken","Mon Sep 06 06:49:47 GMT 2021","Mon Sep 06 06:49:47 GMT 2021","2","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"broken","Mon Sep 06 06:49:49 GMT 2021","Mon Sep 06 06:49:49 GMT 2021","137","","TrainingTest","","TrainingTest","testOfOtherButton","testOfOtherButton()",""
"broken","Mon Sep 06 06:49:49 GMT 2021","Mon Sep 06 06:49:49 GMT 2021","145","","TrainingTest","","TrainingTest","testOfMuscleButton","testOfMuscleButton()",""
"broken","Mon Sep 06 06:49:46 GMT 2021","Mon Sep 06 06:49:46 GMT 2021","6","","PersonalDetailsTest","","PersonalDetailsTest","testDeleteUserBillingDetails","testDeleteUserBillingDetails()",""
