"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","2","","LoginTest","","LoginTest","TestUserLogin","LI-08 Bejelentkezés felhasználóként érvényes adatokkal",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","3","","TrainingTest","","TrainingTest","testOfMeditationButton","testOfMeditationButton()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","2","","LoginTest","","LoginTest","TestLoginNoPassword","LI-02 Bejelentkezés edzőként jelszó megadása nélkül",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testChangeBackToOriginalPassword","testChangeBackToOriginalPassword()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testDeleteUserBillingDetails","testDeleteUserBillingDetails()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","14","","PersonalDetailsTest","","PersonalDetailsTest","testUploadUserBillingDetails","testUploadUserBillingDetails()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","3","","TrainingTest","","TrainingTest","testOfPilatesButton","testOfPilatesButton()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","12","","TrainingTest","","TrainingTest","testOfBodyFitButton","testOfBodyFitButton()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","1","","LoginTest","","LoginTest","TestTrainerLoginNoEmail","LI-01 Bejelentkezés edzőként email cím megadása nélkül",""
"broken","Sun Aug 08 17:13:19 GMT 2021","Sun Aug 08 17:13:19 GMT 2021","92","","TrainingTest","","TrainingTest","TestSaveTrainingDetailsToFile","TestSaveTrainingDetailsToFile()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","3","","TrainingTest","","TrainingTest","testChooseTrainingType","testChooseTrainingType()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","3","","LoginTest","","LoginTest","TestLogin","LI-04 Bejelentkezés edzőként érvényes adatokkal",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","2","","LogoutTest","","LogoutTest","TestUserLogout","LO-02 User kijlentkezés",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","1","","LoginTest","","LoginTest","TestLoginWrongPassword","LI-03 Bejelentkezés edzőként rossz jelszó megadásával",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","5","","GdprTest","","GdprTest","TestOpenGDPR","TestOpenGDPR()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","3","","LogoutTest","","LogoutTest","TestTrainerLogout","LO-01 Trainer kijlentkezés",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","3","","RegistrationTests","","RegistrationTests","testRegistration","RI-07 Regisztráció minden érvényes adat megadásával",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testAddWrongPasswordToChange","testAddWrongPasswordToChange()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","2","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","5","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","3","","TrainingTest","","TrainingTest","testOfKardioButton","testOfKardioButton()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","3","","TrainingTest","","TrainingTest","testChooseNotValidTrainingType","testChooseNotValidTrainingType()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testAddWrongConfirmPassword","testAddWrongConfirmPassword()",""
"broken","Sun Aug 08 17:13:20 GMT 2021","Sun Aug 08 17:13:20 GMT 2021","1","","PersonalDetailsTest","","PersonalDetailsTest","testUploadUserPersonaDetails","testUploadUserPersonaDetails()",""
