"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","1","","RegistrationTests","","RegistrationTests","testRegistration","RI-07 Regisztráció minden érvényes adat megadásával",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","2","","RegistrationTests","","RegistrationTests","testNoClickTermsCondtsRegistration","RI-05 Regisztráció a felhasználási feltételek elfogadása nélkül",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","2","","RegistrationTests","","RegistrationTests","testNoPasswordRegistration","RI-02 Regisztráció jelszó megadása nélkül",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","2","","RegistrationTests","","RegistrationTests","testNotValidPasswordRegistration","RI-03 Regisztráció érvénytelen jelszó megadásával",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","52","","RegistrationTests","","RegistrationTests","testNoEmailRegistration","RI-01 Regisztráció email cím megadása nélkül",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","1","","LoginTest","","LoginTest","TestLoginNoPassword","LI-02 Bejelentkezés edzőként jelszó megadása nélkül",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","1","","LoginTest","","LoginTest","TestUserLogin","LI-08 Bejelentkezés felhasználóként érvényes adatokkal",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","2","","LoginTest","","LoginTest","TestLoginWrongPassword","LI-03 Bejelentkezés edzőként rossz jelszó megadásával",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","1","","LoginTest","","LoginTest","TestTrainerLoginNoEmail","LI-01 Bejelentkezés edzőként email cím megadása nélkül",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","8","","PersonalDetailsTest","","PersonalDetailsTest","testUploadPersonaDetails","testUploadPersonaDetails()",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","1","","LoginTest","","LoginTest","TestUserLoginWrongPassword","LI-07 Bejelentkezés felhasználóként rossz jelszó megadásával",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","2","","LoginTest","","LoginTest","TestUserLoginNoEmail","LI-05 Bejelentkezés felhasználóként email cím megadása nélkül",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","1","","LoginTest","","LoginTest","TestUserLoginNoPassword","LI-06 Bejelentkezés felhasználóként jelszó megadása nélkül",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","3","","LogoutTest","","LogoutTest","TestUserLogout","LO-02 User kijlentkezés",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","1","","RegistrationTests","","RegistrationTests","testNoClickPrivacyPolicyRegistration","RI-06 Regisztráció az adatvédelmi feltételek elfogadása nélkül",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","7","","LoginTest","","LoginTest","TestLogin","LI-04 Bejelentkezés edzőként érvényes adatokkal",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","2","","RegistrationTests","","RegistrationTests","testNotMatchPasswordRegistration","RI-04 Regisztráció nem egyező jelszavak megadásával",""
"broken","Thu Aug 05 14:04:26 GMT 2021","Thu Aug 05 14:04:26 GMT 2021","7","","LogoutTest","","LogoutTest","TestTrainerLogout","LO-01 Trainer kijlentkezés",""
